experiment,well_name,process,Gene,parent_plate,parent_well,orig_exp
APP_2_1,I1,miseq_no_template,APP,Miseq_013_FP,I1,APP_2_1
APP_2_1,J1,miseq_no_template,APP,Miseq_013_FP,J1,APP_2_1
APP_2_1,K1,miseq_no_template,APP,Miseq_013_FP,K1,APP_2_1
APP_2_1,L1,miseq_no_template,APP,Miseq_013_FP,L1,APP_2_1
APP_2_1,M1,miseq_no_template,APP,Miseq_013_FP,M1,APP_2_1
APP_2_1,N1,miseq_no_template,APP,Miseq_013_FP,N1,APP_2_1
APP_2_1,O1,miseq_no_template,APP,Miseq_013_FP,O1,APP_2_1
APP_2_1,P1,miseq_no_template,APP,Miseq_013_FP,P1,APP_2_1
APP_2_1,I2,miseq_no_template,APP,Miseq_013_FP,I2,APP_2_1
APP_2_1,J2,miseq_no_template,APP,Miseq_013_FP,J2,APP_2_1
APP_2_1,K2,miseq_no_template,APP,Miseq_013_FP,K2,APP_2_1
APP_2_1,L2,miseq_no_template,APP,Miseq_013_FP,L2,APP_2_1
APP_2_1,M2,miseq_no_template,APP,Miseq_013_FP,M2,APP_2_1
APP_2_1,N2,miseq_no_template,APP,Miseq_013_FP,N2,APP_2_1
APP_2_1,O2,miseq_no_template,APP,Miseq_013_FP,O2,APP_2_1
APP_2_1,P2,miseq_no_template,APP,Miseq_013_FP,P2,APP_2_1
APP_2_1,I3,miseq_no_template,APP,Miseq_013_FP,I3,APP_2_1
APP_2_1,J3,miseq_no_template,APP,Miseq_013_FP,J3,APP_2_1
APP_2_1,K3,miseq_no_template,APP,Miseq_013_FP,K3,APP_2_1
APP_2_1,L3,miseq_no_template,APP,Miseq_013_FP,L3,APP_2_1
APP_2_1,M3,miseq_no_template,APP,Miseq_013_FP,M3,APP_2_1
APP_2_1,N3,miseq_no_template,APP,Miseq_013_FP,N3,APP_2_1
APP_2_1,O3,miseq_no_template,APP,Miseq_013_FP,O3,APP_2_1
APP_2_1,P3,miseq_no_template,APP,Miseq_013_FP,P3,APP_2_1
APP_2_1,I4,miseq_no_template,APP,Miseq_013_FP,I4,APP_2_1
APP_2_1,J4,miseq_no_template,APP,Miseq_013_FP,J4,APP_2_1
APP_2_1,K4,miseq_no_template,APP,Miseq_013_FP,K4,APP_2_1
APP_2_1,L4,miseq_no_template,APP,Miseq_013_FP,L4,APP_2_1
APP_2_1,M4,miseq_no_template,APP,Miseq_013_FP,M4,APP_2_1
APP_2_1,N4,miseq_no_template,APP,Miseq_013_FP,N4,APP_2_1
APP_2_1,O4,miseq_no_template,APP,Miseq_013_FP,O4,APP_2_1
APP_2_1,P4,miseq_no_template,APP,Miseq_013_FP,P4,APP_2_1
APP_2_1,I5,miseq_no_template,APP,Miseq_013_FP,I5,APP_2_1
APP_2_1,J5,miseq_no_template,APP,Miseq_013_FP,J5,APP_2_1
APP_2_1,K5,miseq_no_template,APP,Miseq_013_FP,K5,APP_2_1
APP_2_1,L5,miseq_no_template,APP,Miseq_013_FP,L5,APP_2_1
APP_2_1,M5,miseq_no_template,APP,Miseq_013_FP,M5,APP_2_1
APP_2_1,N5,miseq_no_template,APP,Miseq_013_FP,N5,APP_2_1
APP_2_1,O5,miseq_no_template,APP,Miseq_013_FP,O5,APP_2_1
APP_2_1,P5,miseq_no_template,APP,Miseq_013_FP,P5,APP_2_1
APP_2_1,I6,miseq_no_template,APP,Miseq_013_FP,I6,APP_2_1
APP_2_1,J6,miseq_no_template,APP,Miseq_013_FP,J6,APP_2_1
APP_2_1,K6,miseq_no_template,APP,Miseq_013_FP,K6,APP_2_1
APP_2_1,L6,miseq_no_template,APP,Miseq_013_FP,L6,APP_2_1
APP_2_1,M6,miseq_no_template,APP,Miseq_013_FP,M6,APP_2_1
APP_2_1,N6,miseq_no_template,APP,Miseq_013_FP,N6,APP_2_1
APP_2_1,O6,miseq_no_template,APP,Miseq_013_FP,O6,APP_2_1
APP_2_1,P6,miseq_no_template,APP,Miseq_013_FP,P6,APP_2_1
APP_2_1,I7,miseq_no_template,APP,Miseq_013_FP,I7,APP_2_1
APP_2_1,J7,miseq_no_template,APP,Miseq_013_FP,J7,APP_2_1
APP_2_1,K7,miseq_no_template,APP,Miseq_013_FP,K7,APP_2_1
