experiment,well_name,process,Gene,parent_plate,parent_well,orig_exp
ARID1A_2_PLATE8,A1,miseq_no_template,ARID1A_2,Miseq_015_FP,A1,ARID1A_2_PLATE8
ARID1A_2_PLATE8,B1,miseq_no_template,ARID1A_2,Miseq_015_FP,B1,ARID1A_2_PLATE8
ARID1A_2_PLATE8,C1,miseq_no_template,ARID1A_2,Miseq_015_FP,C1,ARID1A_2_PLATE8
ARID1A_2_PLATE8,D1,miseq_no_template,ARID1A_2,Miseq_015_FP,D1,ARID1A_2_PLATE8
ARID1A_2_PLATE8,E1,miseq_no_template,ARID1A_2,Miseq_015_FP,E1,ARID1A_2_PLATE8
ARID1A_2_PLATE8,F1,miseq_no_template,ARID1A_2,Miseq_015_FP,F1,ARID1A_2_PLATE8
ARID1A_2_PLATE8,G1,miseq_no_template,ARID1A_2,Miseq_015_FP,G1,ARID1A_2_PLATE8
ARID1A_2_PLATE8,H1,miseq_no_template,ARID1A_2,Miseq_015_FP,H1,ARID1A_2_PLATE8
ARID1A_2_PLATE8,A2,miseq_no_template,ARID1A_2,Miseq_015_FP,A2,ARID1A_2_PLATE8
ARID1A_2_PLATE8,B2,miseq_no_template,ARID1A_2,Miseq_015_FP,B2,ARID1A_2_PLATE8
ARID1A_2_PLATE8,C2,miseq_no_template,ARID1A_2,Miseq_015_FP,C2,ARID1A_2_PLATE8
ARID1A_2_PLATE8,D2,miseq_no_template,ARID1A_2,Miseq_015_FP,D2,ARID1A_2_PLATE8
ARID1A_2_PLATE8,E2,miseq_no_template,ARID1A_2,Miseq_015_FP,E2,ARID1A_2_PLATE8
ARID1A_2_PLATE8,F2,miseq_no_template,ARID1A_2,Miseq_015_FP,F2,ARID1A_2_PLATE8
ARID1A_2_PLATE8,G2,miseq_no_template,ARID1A_2,Miseq_015_FP,G2,ARID1A_2_PLATE8
ARID1A_2_PLATE8,H2,miseq_no_template,ARID1A_2,Miseq_015_FP,H2,ARID1A_2_PLATE8
ARID1A_2_PLATE8,A3,miseq_no_template,ARID1A_2,Miseq_015_FP,A3,ARID1A_2_PLATE8
ARID1A_2_PLATE8,B3,miseq_no_template,ARID1A_2,Miseq_015_FP,B3,ARID1A_2_PLATE8
ARID1A_2_PLATE8,C3,miseq_no_template,ARID1A_2,Miseq_015_FP,C3,ARID1A_2_PLATE8
ARID1A_2_PLATE8,D3,miseq_no_template,ARID1A_2,Miseq_015_FP,D3,ARID1A_2_PLATE8
ARID1A_2_PLATE8,E3,miseq_no_template,ARID1A_2,Miseq_015_FP,E3,ARID1A_2_PLATE8
ARID1A_2_PLATE8,F3,miseq_no_template,ARID1A_2,Miseq_015_FP,F3,ARID1A_2_PLATE8
ARID1A_2_PLATE8,G3,miseq_no_template,ARID1A_2,Miseq_015_FP,G3,ARID1A_2_PLATE8
ARID1A_2_PLATE8,H3,miseq_no_template,ARID1A_2,Miseq_015_FP,H3,ARID1A_2_PLATE8
ARID1A_2_PLATE8,A4,miseq_no_template,ARID1A_2,Miseq_015_FP,A4,ARID1A_2_PLATE8
ARID1A_2_PLATE8,B4,miseq_no_template,ARID1A_2,Miseq_015_FP,B4,ARID1A_2_PLATE8
ARID1A_2_PLATE8,C4,miseq_no_template,ARID1A_2,Miseq_015_FP,C4,ARID1A_2_PLATE8
ARID1A_2_PLATE8,D4,miseq_no_template,ARID1A_2,Miseq_015_FP,D4,ARID1A_2_PLATE8
