plate_name	well_name
HUPFP0074A10	C05
HUPFP0074A10	E04
HUPFP0074A10	F02
HUPFP0074A10	G11
HUPFP0074A10	G12
HUPFP0074A10	H10
HUPFP0074A10	H12
HUPFP0074A12	B01
HUPFP0074A12	B02
HUPFP0074A12	B06
HUPFP0074A12	C01
HUPFP0074A12	D05
HUPFP0074A12	D08
HUPFP0074A12	E06
HUPFP0074A12	F11
HUPFP0074A12	H05
HUPFP0074A14	B06
HUPFP0074A14	B06
HUPFP0074A14	B07
HUPFP0074A14	B08
HUPFP0074A14	C10
HUPFP0074A14	D09
HUPFP0074A14	E11
HUPFP0074A14	F06
HUPFP0074A14	G10
HUPFP0074A14	H12
HUPFP0074A15	B03
HUPFP0074A15	B07
HUPFP0074A15	C07
HUPFP0074A15	D08
HUPFP0074A15	D11
HUPFP0074A15	G11
HUPFP0074A15	H02
HUPFP0074A15	H06
HUPFP0074A15	H09
HUPFP0074A3	A06
HUPFP0074A3	C06
HUPFP0074A3	C12
HUPFP0074A3	D06
HUPFP0074A3	F06
HUPFP0074A3	F09
HUPFP0074A3	G11
HUPFP0074A5	A04
HUPFP0074A5	B01
HUPFP0074A5	B05
HUPFP0074A5	B06
HUPFP0074A5	D03
HUPFP0074A5	E04
HUPFP0074A5	E04
HUPFP0074A5	F01
HUPFP0074A5	G04
HUPFP0074A5	H02
HUPFP0074A7	A03
HUPFP0074A7	B06
HUPFP0074A7	D04
HUPFP0074A7	F05
HUPFP0074A7	F10
HUPFP0074A7	G07
HUPFP0074A7	G12
HUPFP0075A2	A03
HUPFP0075A2	A11
HUPFP0075A2	B06
HUPFP0075A2	B08
HUPFP0075A2	B10
HUPFP0075A2	D12
HUPFP0075A2	E07
HUPFP0075A2	F04
HUPFP0075A2	G05
HUPFP0076A1	A01
HUPFP0076A1	A02
HUPFP0076A1	A03
HUPFP0076A1	A05
HUPFP0076A1	A06
HUPFP0076A1	A08
HUPFP0076A1	A10
HUPFP0076A1	B02
HUPFP0076A1	B03
HUPFP0076A1	B04
HUPFP0076A1	C12
HUPFP0076A1	D06
HUPFP0076A2	A01
HUPFP0076A2	A02
HUPFP0076A2	A03
HUPFP0076A2	A05
HUPFP0076A2	A06
HUPFP0076A2	A07
HUPFP0076A2	B03
HUPFP0076A2	C10
HUPFP0076A2	D01
HUPFP0076A2	D05
HUPFP0076A2	D11
HUPFP0076A3	A03
HUPFP0076A3	A04
HUPFP0076A3	A10
HUPFP0076A3	B02
HUPFP0076A3	B05
HUPFP0076A3	B12
HUPFP0076A3	C02
HUPFP0076A3	C05
HUPFP0076A3	C08
HUPFP0076A3	D05
HUPFP0076A3	D10
HUPFP0076A3	D12
HUPFP0076A4	A01
HUPFP0076A4	A03
HUPFP0076A4	A06
HUPFP0076A4	A07
HUPFP0076A4	A08
HUPFP0076A4	A09
HUPFP0076A4	B12
HUPFP0076A4	C04
HUPFP0076A4	C05
HUPFP0076A4	C07
HUPFP0076A4	C08
HUPFP0076A5	A08
HUPFP0076A5	A10
HUPFP0076A5	B09
HUPFP0076A5	B10
HUPFP0076A5	B11
HUPFP0076A5	C03
HUPFP0076A5	C04
HUPFP0076A5	D01
HUPFP0076A5	E01
HUPFP0076A5	E11
HUPFP0076A5	F04
HUPFP0076A6	A04
HUPFP0076A6	B05
HUPFP0076A6	B05
HUPFP0076A6	F03
HUPFP0076A6	G01
HUPFP0076A6	H11
HUPFP0076A6	H11
HUPFP0076B6	A04
HUPFP0076B6	A07
HUPFP0076B6	A12
HUPFP0076B6	C01
HUPFP0076B6	C05
HUPFP0076B6	E08
HUPFP0080A1	B02
HUPFP0080A1	B10
HUPFP0080A1	C01
HUPFP0080A1	C03
HUPFP0080A1	C05
HUPFP0080A1	F02
HUPFP0082A1	A06
HUPFP0082A1	B06
HUPFP0082A1	B09
HUPFP0082A1	B12
HUPFP0082A1	C01
HUPFP0082A1	C09
HUPFP0082A1	C12
HUPFP0082A1	E02
HUPFP0082A1	E06
HUPFP0082A1	F04
HUPFP0082A1	F05
HUPFP0082A1	G03
HUPFP0082A6	A03
HUPFP0082A6	A08
HUPFP0082A6	A09
HUPFP0082A6	B04
HUPFP0082A6	B08
HUPFP0082A6	B09
HUPFP0082A6	C04
HUPFP0082A6	C06
HUPFP0082A6	C10
HUPFP0082A6	E11
HUPFP0082A6	E11
HUPFP0082A6	E11
HUPFP0082A6	F03
HUPFP0082A6	G02
HUPFP0082A6	G02
HUPFP0082A6	G04
HUPFP0082A6	G05
HUPFP0082A6	G05
HUPFP0082A6	G06
HUPFP0082A6	H03
HUPFP0082A6	H03
HUPFP0083A9	B12
HUPFP0083A9	C05
HUPFP0083A9	D07
HUPFP0083A9	E02
HUPFP0083A9	F05
HUPFP0083A9	G01
HUPFP0083A9	G11
HUPFP0083A9	H06
HUPFP0083A9	H07
HUPFP0083A9	H11
HUPFP0084A5	A06
HUPFP0084A5	B01
HUPFP0084A5	B03
HUPFP0084A5	C04
HUPFP0084A5	C08
HUPFP0084A5	C09
HUPFP0084A5	C12
HUPFP0084A5	D10
HUPFP0084A5	D11
HUPFP0084A5	E03
HUPFP0084A5	E12
HUPFP0084A5	F11
HUPFP0085A1	A04
HUPFP0085A1	A07
HUPFP0085A1	A10
HUPFP0085A1	A11
HUPFP0085A1	B05
HUPFP0085A1	B09
HUPFP0085A1	C03
HUPFP0085A1	C10
HUPFP0085A1	F02
HUPFP0085A1	G07
HUPFP0085A1	G09
HUPFP0085A1	H11
HUPFP0085A2	A01
HUPFP0085A2	A06
HUPFP0085A2	A08
HUPFP0085A2	B01
HUPFP0085A2	C05
HUPFP0085A2	C10
HUPFP0085A2	D01
HUPFP0085A2	D02
HUPFP0085A2	F03
HUPFP0085A2	H05
HUPFP0085A2	H07
HUPFP0085A2	H12
HUPFP0085A4	A01
HUPFP0085A4	A01
HUPFP0085A4	A05
HUPFP0085A4	A06
HUPFP0085A4	A10
HUPFP0085A4	A12
HUPFP0085A4	B01
HUPFP0085A4	B04
HUPFP0085A4	B11
HUPFP0085A4	D04
HUPFP0085A4	D05
HUPFP0085A4	D07
HUPFP0085A4	E08
HUPFP0085A4	G01
HUPFP0085A4	G04
HUPFP0085A4	H06
HUPFP0085A4	H11
HUPFP0085A5	B09
HUPFP0085A5	B10
HUPFP0085A5	B10
HUPFP0085A5	B12
HUPFP0085A5	C01
HUPFP0085A5	C05
HUPFP0085A5	C07
HUPFP0085A5	C11
HUPFP0085A5	D08
HUPFP0085A5	D12
HUPFP0085A5	D12
HUPFP0085A5	E07
HUPFP0085A5	G01
HUPFP0085A5	G10
HUPFP0085A5	H11
HUPFP0085A6	A01
HUPFP0085A6	A01
HUPFP0085A6	A01
HUPFP0085A6	A04
HUPFP0085A6	A04
HUPFP0085A6	A04
HUPFP0085A6	A08
HUPFP0085A6	A08
HUPFP0085A6	A08
HUPFP0085A6	B04
HUPFP0085A6	B04
HUPFP0085A6	B04
HUPFP0085A6	B06
HUPFP0085A6	B08
HUPFP0085A6	B08
HUPFP0085A6	D01
HUPFP0085A6	D01
HUPFP0085A6	D01
HUPFP0085A6	F01
HUPFP0085A6	F01
HUPFP0085A6	F01
HUPFP0085A6	F09
HUPFP0085A6	F09
HUPFP0085A6	F09
HUPFP0085A6	G09
HUPFP0085A6	G09
HUPFP0085A6	G09
HUPFP0087A1_A2	A07
HUPFP0087A1_A2	A08
HUPFP0087A1_A2	A10
HUPFP0087A1_A2	A11
HUPFP0087A1_A2	B09
HUPFP0087A1_A2	B12
HUPFP0087A1_A2	C08
HUPFP0087A1_A2	E08
HUPFP0087A1_A2	E12
HUPFP0087A1_A2	F07
HUPFP0087A1_A2	F12
HUPFP0087A1_A2	G08
HUPFP0087A5	A10
HUPFP0087A5	B08
HUPFP0087A5	B12
HUPFP0087A5	C05
HUPFP0087A5	D03
HUPFP0087A5	E04
HUPFP0087A5	G04
HUPFP0087A5	G11
HUPFP0087A5	H03
HUPFP0087A5	H09
HUPFP0087A9	A04
HUPFP0087A9	A09
HUPFP0087A9	A11
HUPFP0087A9	B10
HUPFP0087A9	C12
HUPFP0087A9	D07
HUPFP0087A9	E04
HUPFP0087A9	F01
HUPFP0087A9	F04
HUPFP0087A9	F12
HUPFP0087A9	G03
HUPFP0087A9	G04
HUPFP0087A9	G06
HUPFP0087A9	H04
HUPFP0087A9	H10
HUPFP0087A9	H12
HUPFP0087B5	A02
HUPFP0087B5	B01
HUPFP0087B5	B02
HUPFP0089A10	A04
HUPFP0089A10	A10
HUPFP0089A10	B09
HUPFP0089A10	C01
HUPFP0089A10	C06
HUPFP0089A10	C10
HUPFP0089A10	D02
HUPFP0089A10	E03
HUPFP0089A10	E08
HUPFP0089A10	F01
HUPFP0089A10	G03
HUPFP0089A10	H09
HUPFP0089A11	B01
HUPFP0089A11	B05
HUPFP0089A11	B11
HUPFP0089A11	C10
HUPFP0089A11	C11
HUPFP0089A11	E02
HUPFP0089A11	F02
HUPFP0089A11	F07
HUPFP0089A11	G01
HUPFP0089A11	G02
HUPFP0089A11	G09
HUPFP0089A11	H03
HUPFP0089A11	H07
HUPFP0089A2	A10
HUPFP0089A2	B09
HUPFP0089A2	B11
HUPFP0089A2	C09
HUPFP0089A2	C10
HUPFP0089A2	C11
HUPFP0089A2	C12
HUPFP0089A2	E09
HUPFP0089A2	E11
HUPFP0089A2	F08
HUPFP0089A2	G10
HUPFP0089A4	A04
HUPFP0089A4	A09
HUPFP0089A4	B04
HUPFP0089A4	B08
HUPFP0089A4	C11
HUPFP0089A4	D04
HUPFP0089A4	D09
HUPFP0089A4	E02
HUPFP0089A4	E12
HUPFP0089A4	F07
HUPFP0089A4	G03
HUPFP0089A4	H03
HUPFP0090A1	B01
HUPFP0090A1	B02
HUPFP0090A1	B07
HUPFP0090A1	C02
HUPFP0090A1	C11
HUPFP0090A1	F04
HUPFP0090A1	F09
HUPFP0090A1	F11
HUPFP0090A1	G12
HUPFP0090A1	H08
HUPFP0090A1	H09
HUPFP0090A2	A01
HUPFP0090A2	A04
HUPFP0090A2	B01
HUPFP0090A2	B06
HUPFP0090A2	B08
HUPFP0090A2	C01
HUPFP0090A2	C04
HUPFP0090A2	C05
HUPFP0090A2	E09
HUPFP0090A2	E10
HUPFP0090A2	H02
HUPFP0090A3	A08
HUPFP0090A3	A11
HUPFP0090A3	B02
HUPFP0090A3	C01
HUPFP0090A3	C03
HUPFP0090A3	D01
HUPFP0090A3	D01
HUPFP0090A3	D02
HUPFP0090A3	D03
HUPFP0090A3	E05
HUPFP0090A3	E10
HUPFP0090A3	H03
HUPFP0090A3	H09
HUPFP0090A4	B01
HUPFP0090A4	B02
HUPFP0090A4	B03
HUPFP0090A4	C03
HUPFP0090A4	D03
HUPFP0090A4	D04
HUPFP0090A4	D06
HUPFP0090A4	E04
HUPFP0090A4	F02
HUPFP0090A4	G02
HUPFP0090B1	A03
HUPFP0090B4	A03
HUPFP0090B4	A08
HUPFP0090B4	G09
HUPFP0091A1	B02
HUPFP0091A1	B07
HUPFP0091A1	C02
HUPFP0091A1	C04
HUPFP0091A1	C05
HUPFP0091A1	C08
HUPFP0091A1	D10
HUPFP0091A1	F06
HUPFP0091A2	A03
HUPFP0091A2	A07
HUPFP0091A2	B04
HUPFP0091A2	B07
HUPFP0091A2	B12
HUPFP0091A2	C02
HUPFP0091A2	C06
HUPFP0091A2	D07
HUPFP0091A2	E01
HUPFP0091A2	E07
HUPFP0091A2	E07
HUPFP0091A2	F03
HUPFP0091A2	F05
HUPFP0091A2	F05
HUPFP0091A3	A02
HUPFP0091A3	A05
HUPFP0091A3	C05
HUPFP0091A3	C08
HUPFP0091A3	D01
HUPFP0091A3	D10
HUPFP0091B1	B01
HUPFP0091B1	E01
HUPFP0091B1	E04
HUPFP0091B1	E06
HUPFP0091B2	B01
HUPFP0091B2	B02
HUPFP0091B2	C02
HUPFP0091B2	D03
HUPFP0091B2	D06
HUPFP0091B2	E04
HUPFP0091B2	F12
HUPFP0091B2	H11
HUPFP0091B3	A03
HUPFP0091B3	C03
HUPFP0091B3	C05
HUPFP0091B3	E12
HUPFP0092A1	A01
HUPFP0092A1	A08
HUPFP0092A1	B02
HUPFP0092A1	C01
HUPFP0092A1	C01
HUPFP0092A1	C02
HUPFP0092A1	D04
HUPFP0092A1	D08
HUPFP0092A1	E02
HUPFP0092A1	E03
HUPFP0092A1	G06
HUPFP0092A1	H11
HUPFP0092A2	A02
HUPFP0092A2	A10
HUPFP0092A2	B02
HUPFP0092A2	B08
HUPFP0092A2	C03
HUPFP0092A2	C07
HUPFP0092A2	G10
HUPFP0092A2	H02
HUPFP0092A3	A01
HUPFP0092A3	A03
HUPFP0092A3	A04
HUPFP0092A3	C02
HUPFP0092A3	D01
HUPFP0092A3	D04
HUPFP0092A3	E02
HUPFP0092A3	E04
HUPFP0092A3	F01
HUPFP0092A3	F03
HUPFP0092A3	F04
HUPFP0092A3	H01
HUPFP0092A4	A01
HUPFP0092A4	A01
HUPFP0092A4	B04
HUPFP0092A4	B08
HUPFP0092A4	D02
HUPFP0092A4	D09
HUPFP0092A4	E02
HUPFP0092A4	E04
HUPFP0092A4	F01
HUPFP0092A4	G01
HUPFP0092A4	G02
HUPFP0092A4	G03
HUPFP0092A4	H01
HUPFP0092A5	A06
HUPFP0092A5	A07
HUPFP0092A5	B09
HUPFP0092A5	C01
HUPFP0092A5	D07
HUPFP0092A5	F05
HUPFP0092A5	F06
HUPFP0092B5	F06
HUPFP0092B5	G05
HUPFP0093A2	A03
HUPFP0093A2	A04
HUPFP0093A2	A07
HUPFP0093A2	B01
HUPFP0093A2	B03
HUPFP0093A2	C04
HUPFP0093A2	D05
HUPFP0093A2	D08
HUPFP0093A2	D08
HUPFP0093A2	E10
HUPFP0093A2	E10
HUPFP0093A2	E11
HUPFP0093A2	F03
HUPFP0093A2	G07
HUPFP0093A2	G09
HUPFP0093A2	H05
HUPFP0093A2	H10
HUPFP0093A3	A04
HUPFP0093A3	A05
HUPFP0093A3	A07
HUPFP0093A3	A09
HUPFP0093A3	A10
HUPFP0093A3	B07
HUPFP0093A3	C02
HUPFP0093A3	C03
HUPFP0093A3	C07
HUPFP0093A3	C10
HUPFP0093A3	C10
HUPFP0093A3	C12
HUPFP0093A3	D02
HUPFP0093A3	D07
HUPFP0093A3	F06
HUPFP0093A3	F07
HUPFP0093A3	H09
HUPFP0093A4	A03
HUPFP0093A4	A08
HUPFP0093A4	B02
HUPFP0093A4	B06
HUPFP0093A4	C08
HUPFP0093A4	E03
HUPFP0093A4	F01
HUPFP0093A4	F09
HUPFP0093A4	G03
HUPFP0093A4	G09
HUPFP0093A4	G12
HUPFP0093B3	A02
HUPFP0093B3	A08
HUPFP0093B3	B11
HUPFP0093B4	G01
HUPFP0094A1	A11
HUPFP0094A1	B12
HUPFP0094A1	E03
HUPFP0094A1	E11
HUPFP0094A1	H01
HUPFP0094A2	C01
HUPFP0094A2	E10
HUPFP0094A2	H09
HUPFP0094A3	E01
HUPFP0094A3	E01
HUPFP0094A4	A12
HUPFP0094A4	A12
HUPFP0094A4	H12
HUPFP0094A4	H12
HUPFP0094A7	B01
HUPFP0094A7	E07
HUPFP0094B2	C12
HUPFP0094B2	C12
HUPFP0094B2	E02
HUPFP0095A2	A01
HUPFP0095A2	A05
HUPFP0095A2	A09
HUPFP0095A2	D02
HUPFP0097A2	B06
HUPFP0097A2	F05
HUPFP0097A2	H04
HUPFP0097A7	C11
HUPFP0097A7	D01
HUPFP0097A7	D06
HUPFP0097A7	D12
HUPFP0097A7	F02
HUPFP0097A7	F11
HUPFP0097A7	H02
HUPFP0097A7	H03
HUPFP0100A1	A11
HUPFP0100A1	B02
HUPFP0100A1	B06
HUPFP0100A1	C03
HUPFP0100A1	C07
HUPFP0100A1	C09
HUPFP0100A1	D07
HUPFP0100A1	E03
HUPFP0100A1	E10
HUPFP0100A1	G11
HUPFP0100A1	H04
HUPFP0100A1	H08
HUPFP0100A2	B02
HUPFP0100A2	D01
HUPFP0100A5	A06
HUPFP0100A5	A10
HUPFP0100A5	B03
HUPFP0100A5	C01
HUPFP0100A5	C02
HUPFP0100A5	C09
HUPFP0100A5	D10
HUPFP0100A5	D11
HUPFP0100A5	E05
HUPFP0100A5	E07
HUPFP0100A5	H05
HUPFP0100A5	H07
HUPFP0100A8	A12
HUPFP0100A8	A12
HUPFP0100A8	B05
HUPFP0100A8	B05
HUPFP0100A8	B07
HUPFP0100A8	B07
HUPFP0100A8	C01
HUPFP0100A8	C01
HUPFP0100A8	E01
HUPFP0100A8	E01
HUPFP0100A8	E03
HUPFP0100A8	E03
HUPFP0100A8	E10
HUPFP0100A8	E10
HUPFP0100A8	F07
HUPFP0100A8	F07
HUPFP0100A8	F10
HUPFP0100A8	F10
HUPFP0100A8	G03
HUPFP0100A8	G03
HUPFP0100B2	B08
HUPFP0100B2	C05
HUPFP0100B2	C07
HUPFP0100B2	C10
HUPFP0100B2	G04
HUPFP0100B2	H04
HUPFP0100B2	H08
HUPFP0100B8	C09
HUPFP0100B8	C10
HUPFP0100B8	C10
HUPFP0100B8	E04
HUPFP0100B8	G05
HUPFP0101A7	A02
HUPFP0101A7	A04
HUPFP0101A7	A12
HUPFP0101A7	B01
HUPFP0101A7	B11
HUPFP0101A7	C01
HUPFP0101A7	E11
HUPFP0101A7	H02
HUPFP0101A7	H06
HUPFP0101B7	B06
HUPFP0101B7	E04
HUPFP0102A12	A02
HUPFP0102A12	A08
HUPFP0102A12	A11
HUPFP0102A12	C02
HUPFP0102A12	C09
HUPFP0102A12	C10
HUPFP0102A12	D01
HUPFP0102A12	E01
HUPFP0102A12	G07
HUPFP0102A12	G12
HUPFP0102A5	A04
HUPFP0102A5	B07
HUPFP0102A5	B10
HUPFP0102A5	C02
HUPFP0102A5	C03
HUPFP0102A5	C07
HUPFP0102A5	C11
HUPFP0102A5	C12
HUPFP0102A5	D10
HUPFP0102A5	E06
HUPFP0102A5	G08
HUPFP0102A5	H09
HUPFP0102A7	A01
HUPFP0102A7	A02
HUPFP0102A7	B01
HUPFP0102A7	B03
HUPFP0102A7	B07
HUPFP0102A7	D01
HUPFP0102A7	D11
HUPFP0102A7	E09
HUPFP0102A7	E11
HUPFP0102A7	F01
HUPFP0102A7	F09
HUPFP0102A7	G11
HUPFP0102A8	A01
HUPFP0102A8	A12
HUPFP0102A8	B02
HUPFP0102A8	B11
HUPFP0102A8	C09
HUPFP0102A8	G02
HUPFP0102A8	H01
HUPFP0102A8	H04
HUPFP0102A8	H12
HUPFP0102A9	A01
HUPFP0102A9	A08
HUPFP0102A9	B06
HUPFP0102A9	B07
HUPFP0102A9	D07
HUPFP0102A9	E01
HUPFP0102A9	E10
HUPFP0102A9	E11
HUPFP0102A9	F08
HUPFP0102A9	F12
HUPFP0102A9	H01
HUPFP0102A9	H12
HUPFP0102B12	C04
HUPFP0102B14	A02
HUPFP0102B14	A07
HUPFP0102B14	B05
HUPFP0102B14	B12
HUPFP0102B14	C10
HUPFP0102B14	D04
HUPFP0102B14	D05
HUPFP0102B14	E07
HUPFP0102B14	F03
HUPFP0102B14	G03
HUPFP0102B14	G04
HUPFP0102B8	C09
HUPFP0102B8	E09
HUPFP0102B8	F11
HUPFP0105A1	A01
HUPFP0105A1	A11
HUPFP0105A1	A12
HUPFP0105A1	B06
HUPFP0105A1	C09
HUPFP0105A1	D02
HUPFP0105A1	D07
HUPFP0105A1	F02
HUPFP0105A1	F06
HUPFP0105A1	H01
HUPFP0105B1	G10
HUPFP0105B1	H05
HUPFP0106A2	F06
HUPFP0106B2	A02
HUPFP0106B2	A03
HUPFP0106B2	A05
HUPFP0106B2	A07
HUPFP0106B2	A11
HUPFP0106B2	D01
HUPFP0106B2	E10
HUPFP0106B2	G01
HUPFP0106B2	H04
HUPFPPlate1	C04
HUPFPPlate1	E02
HUPFPPlate1	F01
HUPFPPlate1	G02
HUPFPPlate1	G03
HUPFPPlate1	G04
HUPFPPlate1	H01
HUPFPPlate1	H05
HUPFPPlate10	A03
HUPFPPlate10	A05
HUPFPPlate10	B03
HUPFPPlate10	C03
HUPFPPlate10	D03
HUPFPPlate10	F06
HUPFPPlate10	G06
HUPFPPlate10B	B03
HUPFPPlate10B	B04
HUPFPPlate10B	B07
HUPFPPlate10B	D11
HUPFPPlate10B	F08
HUPFPPlate10B	G11
HUPFPPlate10B	H09
HUPFPPlate14	A01
HUPFPPlate14	A05
HUPFPPlate14	A11
HUPFPPlate14	B01
HUPFPPlate14	C02
HUPFPPlate3	C07
HUPFPPlate3	G03
HUPFPPlate3B	A01
HUPFPPlate3B	A12
HUPFPPlate3B	B01
HUPFPPlate3B	B02
HUPFPPlate3B	C07
HUPFPPlate3B	D06
HUPFPPlate3B	D07
HUPFPPlate3B	E10
HUPFPPlate3B	F04
HUPFPPlate3B	F09
HUPFPPlate3B	G05
HUPFPPlate3B	H03
HUPFPPlate3C	A01
HUPFPPlate3C	A02
HUPFPPlate3C	B07
HUPFPPlate3C	H06
HUPFPPlate4	A03
HUPFPPlate4	A03
HUPFPPlate4	A04
HUPFPPlate4	B09
HUPFPPlate4	C10
HUPFPPlate4	C10
HUPFPPlate4	E07
HUPFPPlate4	E07
HUPFPPlate4	E11
HUPFPPlate4	G10
HUPFPPlate4	G10
HUPFPPlate4	G12
HUPFPPlate4	H04
HUPFPPlate4B	C03
HUPFPPlate4B	F12
HUPFPPlate4B	H08
HUPFPPlate5	A04
HUPFPPlate5	B11
HUPFPPlate5	C12
HUPFPPlate5	E09
HUPFPPlate5	F02
HUPFPPlate5	G02
HUPFPPlate5	H01
HUPFPPlate5B	A05
HUPFPPlate5B	A09
HUPFPPlate5B	B09
HUPFPPlate5B	C07
HUPFPPlate5B	C10
HUPFPPlate5B	F10
HUPFPPlate6	A09
HUPFPPlate6	B07
HUPFPPlate6	E04
HUPFPPlate6	E07
HUPFPPlate6	H12
HUPFPPlate7	B03
HUPFPPlate7	C05
HUPFPPlate7	E05
HUPFPPlate7	F05
HUPFPPlate7	H01
HUPFPPlate7	H04
HUPFPPlate7B	G05
HUPFPPlate7B	H01
HUPFPPlate8	A02
HUPFPPlate8	A08
HUPFPPlate8	A11
HUPFPPlate8	A12
HUPFPPlate8	D04
HUPFPPlate8	F09
HUPFPPlate8	H12
HUPFPPlate9	B01
HUPFPPlate9	C01
HUPFPPlate9	C03
HUPFPPlate9	E01
HUPFPPlate9	E04
HUPFPPlate9	F05
HUPFPPlate9	H05
MEIS1_1_FPDM2	A01
MEIS1_1_FPDM2	A03
MEIS1_1_FPDM2	B03
MEIS1_1_FPDM2	D05
PDX1_1_FPDM2	A11
PDX1_1_FPDM2	C05
PDX1_1_FPDM2	E09
PDX1_1_FPDM2	G06
PDX1_1_FPDM2	G10
PDX1_1_FPDM2	H04
