experiment,well_name,process,Gene,parent_plate,parent_well
ARID1A_2_N,F12,miseq_no_template,ARID1A_2,MiSeq_TT_FP_8,F12
ARID1A_2_N,G12,miseq_no_template,ARID1A_2,MiSeq_TT_FP_8,G12
ARID1A_2_N,H12,miseq_no_template,ARID1A_2,MiSeq_TT_FP_8,H12
ARID1B_2_J,A7,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,A7
ARID1B_2_J,B7,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,B7
ARID1B_2_J,C7,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,C7
ARID1B_2_J,D7,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,D7
ARID1B_2_J,E7,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,E7
ARID1B_2_J,F7,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,F7
ARID1B_2_J,G7,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,G7
ARID1B_2_J,H7,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,H7
ARID1B_2_J,A8,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,A8
ARID1B_2_J,B8,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,B8
ARID1B_2_J,C8,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,C8
ARID1B_2_J,D8,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,D8
ARID1B_2_J,E8,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,E8
ARID1B_2_J,F8,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,F8
ARID1B_2_J,G8,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,G8
ARID1B_2_J,H8,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,H8
ARID1B_2_J,A9,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,A9
ARID1B_2_J,B9,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,B9
ARID1B_2_J,C9,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,C9
ARID1B_2_J,D9,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,D9
ARID1B_2_J,E9,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,E9
ARID1B_2_J,F9,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,F9
ARID1B_2_J,G9,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,G9
ARID1B_2_J,H9,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,H9
ARID1B_2_J,A10,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,A10
ARID1B_2_J,B10,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,B10
ARID1B_2_J,C10,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,C10
ARID1B_2_J,D10,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,D10
ARID1B_2_J,E10,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,E10
ARID1B_2_J,F10,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,F10
ARID1B_2_J,G10,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,G10
ARID1B_2_J,H10,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,H10
ARID1B_2_J,A11,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,A11
ARID1B_2_J,B11,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,B11
ARID1B_2_J,C11,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,C11
ARID1B_2_J,D11,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,D11
ARID1B_2_J,E11,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,E11
ARID1B_2_J,F11,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,F11
ARID1B_2_J,G11,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,G11
ARID1B_2_J,H11,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,H11
ARID1B_2_J,A12,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,A12
ARID1B_2_J,B12,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,B12
ARID1B_2_J,C12,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,C12
ARID1B_2_J,D12,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,D12
ARID1B_2_J,E12,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,E12
ARID1B_2_J,F12,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,F12
ARID1B_2_J,G12,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,G12
ARID1B_2_J,H12,miseq_no_template,ARID1B_2,MiSeq_TT_FP_6,H12
ASXL3_2_F,A1,miseq_no_template,ASXL3,MiSeq_TT_FP_4,A1
ASXL3_2_F,B1,miseq_no_template,ASXL3,MiSeq_TT_FP_4,B1
ASXL3_2_F,C1,miseq_no_template,ASXL3,MiSeq_TT_FP_4,C1
ASXL3_2_F,D1,miseq_no_template,ASXL3,MiSeq_TT_FP_4,D1
ASXL3_2_F,E1,miseq_no_template,ASXL3,MiSeq_TT_FP_4,E1
ASXL3_2_F,F1,miseq_no_template,ASXL3,MiSeq_TT_FP_4,F1
ASXL3_2_F,G1,miseq_no_template,ASXL3,MiSeq_TT_FP_4,G1
ASXL3_2_F,H1,miseq_no_template,ASXL3,MiSeq_TT_FP_4,H1
ASXL3_2_F,A2,miseq_no_template,ASXL3,MiSeq_TT_FP_4,A2
ASXL3_2_F,B2,miseq_no_template,ASXL3,MiSeq_TT_FP_4,B2
ASXL3_2_F,C2,miseq_no_template,ASXL3,MiSeq_TT_FP_4,C2
ASXL3_2_F,D2,miseq_no_template,ASXL3,MiSeq_TT_FP_4,D2
ASXL3_2_F,E2,miseq_no_template,ASXL3,MiSeq_TT_FP_4,E2
ASXL3_2_F,F2,miseq_no_template,ASXL3,MiSeq_TT_FP_4,F2
ASXL3_2_F,G2,miseq_no_template,ASXL3,MiSeq_TT_FP_4,G2
ASXL3_2_F,H2,miseq_no_template,ASXL3,MiSeq_TT_FP_4,H2
ASXL3_2_F,A3,miseq_no_template,ASXL3,MiSeq_TT_FP_4,A3
ASXL3_2_F,B3,miseq_no_template,ASXL3,MiSeq_TT_FP_4,B3
ASXL3_2_F,C3,miseq_no_template,ASXL3,MiSeq_TT_FP_4,C3
ASXL3_2_F,D3,miseq_no_template,ASXL3,MiSeq_TT_FP_4,D3
ASXL3_2_F,E3,miseq_no_template,ASXL3,MiSeq_TT_FP_4,E3
ASXL3_2_F,F3,miseq_no_template,ASXL3,MiSeq_TT_FP_4,F3
ASXL3_2_F,G3,miseq_no_template,ASXL3,MiSeq_TT_FP_4,G3
ASXL3_2_F,H3,miseq_no_template,ASXL3,MiSeq_TT_FP_4,H3
ASXL3_2_F,A4,miseq_no_template,ASXL3,MiSeq_TT_FP_4,A4
ASXL3_2_F,B4,miseq_no_template,ASXL3,MiSeq_TT_FP_4,B4
ASXL3_2_F,C4,miseq_no_template,ASXL3,MiSeq_TT_FP_4,C4
ASXL3_2_F,D4,miseq_no_template,ASXL3,MiSeq_TT_FP_4,D4
ASXL3_2_F,E4,miseq_no_template,ASXL3,MiSeq_TT_FP_4,E4
ASXL3_2_F,F4,miseq_no_template,ASXL3,MiSeq_TT_FP_4,F4
ASXL3_2_F,G4,miseq_no_template,ASXL3,MiSeq_TT_FP_4,G4
ASXL3_2_F,H4,miseq_no_template,ASXL3,MiSeq_TT_FP_4,H4
ASXL3_2_F,A5,miseq_no_template,ASXL3,MiSeq_TT_FP_4,A5
ASXL3_2_F,B5,miseq_no_template,ASXL3,MiSeq_TT_FP_4,B5
ASXL3_2_F,C5,miseq_no_template,ASXL3,MiSeq_TT_FP_4,C5
ASXL3_2_F,D5,miseq_no_template,ASXL3,MiSeq_TT_FP_4,D5
ASXL3_2_F,E5,miseq_no_template,ASXL3,MiSeq_TT_FP_4,E5
ASXL3_2_F,F5,miseq_no_template,ASXL3,MiSeq_TT_FP_4,F5
ASXL3_2_F,G5,miseq_no_template,ASXL3,MiSeq_TT_FP_4,G5
ASXL3_2_F,H5,miseq_no_template,ASXL3,MiSeq_TT_FP_4,H5
ASXL3_2_F,A6,miseq_no_template,ASXL3,MiSeq_TT_FP_4,A6
ASXL3_2_F,B6,miseq_no_template,ASXL3,MiSeq_TT_FP_4,B6
ASXL3_2_F,C6,miseq_no_template,ASXL3,MiSeq_TT_FP_4,C6
ASXL3_2_F,D6,miseq_no_template,ASXL3,MiSeq_TT_FP_4,D6
ASXL3_2_F,E6,miseq_no_template,ASXL3,MiSeq_TT_FP_4,E6
ASXL3_2_F,F6,miseq_no_template,ASXL3,MiSeq_TT_FP_4,F6
ASXL3_2_F,G6,miseq_no_template,ASXL3,MiSeq_TT_FP_4,G6
ASXL3_2_F,H6,miseq_no_template,ASXL3,MiSeq_TT_FP_4,H6
BCL11A1_1_K,A1,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,A1
BCL11A1_1_K,B1,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,B1
BCL11A1_1_K,C1,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,C1
BCL11A1_1_K,D1,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,D1
BCL11A1_1_K,E1,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,E1
BCL11A1_1_K,F1,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,F1
BCL11A1_1_K,G1,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,G1
BCL11A1_1_K,H1,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,H1
BCL11A1_1_K,A2,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,A2
BCL11A1_1_K,B2,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,B2
BCL11A1_1_K,C2,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,C2
BCL11A1_1_K,D2,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,D2
BCL11A1_1_K,E2,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,E2
BCL11A1_1_K,F2,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,F2
BCL11A1_1_K,G2,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,G2
BCL11A1_1_K,H2,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,H2
BCL11A1_1_K,A3,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,A3
BCL11A1_1_K,B3,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,B3
BCL11A1_1_K,C3,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,C3
BCL11A1_1_K,D3,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,D3
BCL11A1_1_K,E3,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,E3
BCL11A1_1_K,F3,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,F3
BCL11A1_1_K,G3,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,G3
BCL11A1_1_K,H3,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,H3
BCL11A1_1_K,A4,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,A4
BCL11A1_1_K,B4,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,B4
BCL11A1_1_K,C4,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,C4
BCL11A1_1_K,D4,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,D4
BCL11A1_1_K,E4,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,E4
BCL11A1_1_K,F4,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,F4
BCL11A1_1_K,G4,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,G4
BCL11A1_1_K,H4,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,H4
BCL11A1_1_K,A5,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,A5
BCL11A1_1_K,B5,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,B5
BCL11A1_1_K,C5,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,C5
BCL11A1_1_K,D5,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,D5
BCL11A1_1_K,E5,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,E5
BCL11A1_1_K,F5,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,F5
BCL11A1_1_K,G5,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,G5
BCL11A1_1_K,H5,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,H5
BCL11A1_1_K,A6,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,A6
BCL11A1_1_K,B6,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,B6
BCL11A1_1_K,C6,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,C6
BCL11A1_1_K,D6,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,D6
BCL11A1_1_K,E6,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,E6
BCL11A1_1_K,F6,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,F6
BCL11A1_1_K,G6,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,G6
BCL11A1_1_K,H6,miseq_no_template,BCL11A1,MiSeq_TT_FP_7,H6
ARID1B_1_O,A1,miseq_no_template,ARID1B,MiSeq_TT_FP_6,A1
ARID1B_1_O,B1,miseq_no_template,ARID1B,MiSeq_TT_FP_6,B1
ARID1B_1_O,C1,miseq_no_template,ARID1B,MiSeq_TT_FP_6,C1
ARID1B_1_O,D1,miseq_no_template,ARID1B,MiSeq_TT_FP_6,D1
ARID1B_1_O,E1,miseq_no_template,ARID1B,MiSeq_TT_FP_6,E1
ARID1B_1_O,F1,miseq_no_template,ARID1B,MiSeq_TT_FP_6,F1
ARID1B_1_O,G1,miseq_no_template,ARID1B,MiSeq_TT_FP_6,G1
ARID1B_1_O,H1,miseq_no_template,ARID1B,MiSeq_TT_FP_6,H1
ARID1B_1_O,A2,miseq_no_template,ARID1B,MiSeq_TT_FP_6,A2
ARID1B_1_O,B2,miseq_no_template,ARID1B,MiSeq_TT_FP_6,B2
ARID1B_1_O,C2,miseq_no_template,ARID1B,MiSeq_TT_FP_6,C2
ARID1B_1_O,D2,miseq_no_template,ARID1B,MiSeq_TT_FP_6,D2
ARID1B_1_O,E2,miseq_no_template,ARID1B,MiSeq_TT_FP_6,E2
ARID1B_1_O,F2,miseq_no_template,ARID1B,MiSeq_TT_FP_6,F2
ARID1B_1_O,G2,miseq_no_template,ARID1B,MiSeq_TT_FP_6,G2
ARID1B_1_O,H2,miseq_no_template,ARID1B,MiSeq_TT_FP_6,H2
ARID1B_1_O,A3,miseq_no_template,ARID1B,MiSeq_TT_FP_6,A3
ARID1B_1_O,B3,miseq_no_template,ARID1B,MiSeq_TT_FP_6,B3
ARID1B_1_O,C3,miseq_no_template,ARID1B,MiSeq_TT_FP_6,C3
ARID1B_1_O,D3,miseq_no_template,ARID1B,MiSeq_TT_FP_6,D3
ARID1B_1_O,E3,miseq_no_template,ARID1B,MiSeq_TT_FP_6,E3
ARID1B_1_O,F3,miseq_no_template,ARID1B,MiSeq_TT_FP_6,F3
ARID1B_1_O,G3,miseq_no_template,ARID1B,MiSeq_TT_FP_6,G3
ARID1B_1_O,H3,miseq_no_template,ARID1B,MiSeq_TT_FP_6,H3
BCL11A1_2_L,A7,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,A7
BCL11A1_2_L,B7,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,B7
BCL11A1_2_L,C7,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,C7
BCL11A1_2_L,D7,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,D7
BCL11A1_2_L,E7,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,E7
BCL11A1_2_L,F7,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,F7
BCL11A1_2_L,G7,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,G7
BCL11A1_2_L,H7,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,H7
BCL11A1_2_L,A8,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,A8
BCL11A1_2_L,B8,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,B8
BCL11A1_2_L,C8,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,C8
BCL11A1_2_L,D8,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,D8
BCL11A1_2_L,E8,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,E8
BCL11A1_2_L,F8,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,F8
BCL11A1_2_L,G8,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,G8
BCL11A1_2_L,H8,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,H8
BCL11A1_2_L,A9,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,A9
BCL11A1_2_L,B9,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,B9
BCL11A1_2_L,C9,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,C9
BCL11A1_2_L,D9,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,D9
BCL11A1_2_L,E9,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,E9
BCL11A1_2_L,F9,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,F9
BCL11A1_2_L,G9,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,G9
BCL11A1_2_L,H9,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,H9
BCL11A1_2_L,A10,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,A10
BCL11A1_2_L,B10,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,B10
BCL11A1_2_L,C10,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,C10
BCL11A1_2_L,D10,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,D10
BCL11A1_2_L,E10,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,E10
BCL11A1_2_L,F10,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,F10
BCL11A1_2_L,G10,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,G10
BCL11A1_2_L,H10,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,H10
BCL11A1_2_L,A11,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,A11
BCL11A1_2_L,B11,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,B11
BCL11A1_2_L,C11,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,C11
BCL11A1_2_L,D11,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,D11
BCL11A1_2_L,E11,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,E11
BCL11A1_2_L,F11,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,F11
BCL11A1_2_L,G11,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,G11
BCL11A1_2_L,H11,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,H11
BCL11A1_2_L,A12,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,A12
BCL11A1_2_L,B12,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,B12
BCL11A1_2_L,C12,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,C12
BCL11A1_2_L,D12,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,D12
BCL11A1_2_L,E12,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,E12
BCL11A1_2_L,F12,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,F12
BCL11A1_2_L,G12,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,G12
BCL11A1_2_L,H12,miseq_no_template,BCL11A1_2,MiSeq_TT_FP_7,H12
DDX3X_2_Clone_3_P,A1,miseq_no_template,DDX3X,MiSeq_TT_FP_10,A1
DDX3X_2_Clone_3_P,B1,miseq_no_template,DDX3X,MiSeq_TT_FP_10,B1
DDX3X_2_Clone_3_P,C1,miseq_no_template,DDX3X,MiSeq_TT_FP_10,C1
DDX3X_2_Clone_3_P,D1,miseq_no_template,DDX3X,MiSeq_TT_FP_10,D1
DDX3X_2_Clone_3_P,E1,miseq_no_template,DDX3X,MiSeq_TT_FP_10,E1
DDX3X_2_Clone_3_P,F1,miseq_no_template,DDX3X,MiSeq_TT_FP_10,F1
DDX3X_2_Clone_3_P,G1,miseq_no_template,DDX3X,MiSeq_TT_FP_10,G1
DDX3X_2_Clone_3_P,H1,miseq_no_template,DDX3X,MiSeq_TT_FP_10,H1
DDX3X_2_Clone_3_P,A2,miseq_no_template,DDX3X,MiSeq_TT_FP_10,A2
DDX3X_2_Clone_3_P,B2,miseq_no_template,DDX3X,MiSeq_TT_FP_10,B2
DDX3X_2_Clone_3_P,C2,miseq_no_template,DDX3X,MiSeq_TT_FP_10,C2
DDX3X_2_Clone_3_P,D2,miseq_no_template,DDX3X,MiSeq_TT_FP_10,D2
DDX3X_2_Clone_3_P,E2,miseq_no_template,DDX3X,MiSeq_TT_FP_10,E2
DDX3X_2_Clone_3_P,F2,miseq_no_template,DDX3X,MiSeq_TT_FP_10,F2
DDX3X_2_Clone_3_P,G2,miseq_no_template,DDX3X,MiSeq_TT_FP_10,G2
DDX3X_2_Clone_3_P,H2,miseq_no_template,DDX3X,MiSeq_TT_FP_10,H2
IDO_Y,A7,miseq_no_template,IDO,MiSeq_TT_FP_12,A1
IDO_Y,B7,miseq_no_template,IDO,MiSeq_TT_FP_12,B1
IDO_Y,C7,miseq_no_template,IDO,MiSeq_TT_FP_12,C1
IDO_Y,D7,miseq_no_template,IDO,MiSeq_TT_FP_12,D1
IDO_Y,E7,miseq_no_template,IDO,MiSeq_TT_FP_12,E1
IDO_Y,F7,miseq_no_template,IDO,MiSeq_TT_FP_12,F1
IDO_Y,G7,miseq_no_template,IDO,MiSeq_TT_FP_12,G1
IDO_Y,H7,miseq_no_template,IDO,MiSeq_TT_FP_12,H1
IDO_Y,A8,miseq_no_template,IDO,MiSeq_TT_FP_12,A2
IDO_Y,B8,miseq_no_template,IDO,MiSeq_TT_FP_12,B2
IDO_Y,C8,miseq_no_template,IDO,MiSeq_TT_FP_12,C2
IDO_Y,D8,miseq_no_template,IDO,MiSeq_TT_FP_12,D2
IDO_Y,E8,miseq_no_template,IDO,MiSeq_TT_FP_12,E2
IDO_Y,F8,miseq_no_template,IDO,MiSeq_TT_FP_12,F2
IDO_Y,G8,miseq_no_template,IDO,MiSeq_TT_FP_12,G2
IDO_Y,H8,miseq_no_template,IDO,MiSeq_TT_FP_12,H2
IDO_Y,A9,miseq_no_template,IDO,MiSeq_TT_FP_12,A3
IDO_Y,B9,miseq_no_template,IDO,MiSeq_TT_FP_12,B3
IDO_Y,C9,miseq_no_template,IDO,MiSeq_TT_FP_12,C3
IDO_Y,D9,miseq_no_template,IDO,MiSeq_TT_FP_12,D3
IDO_Y,E9,miseq_no_template,IDO,MiSeq_TT_FP_12,E3
IDO_Y,F9,miseq_no_template,IDO,MiSeq_TT_FP_12,F3
IDO_Y,G9,miseq_no_template,IDO,MiSeq_TT_FP_12,G3
IDO_Y,H9,miseq_no_template,IDO,MiSeq_TT_FP_12,H3
IDO_Y,A10,miseq_no_template,IDO,MiSeq_TT_FP_12,A4
IDO_Y,B10,miseq_no_template,IDO,MiSeq_TT_FP_12,B4
IDO_Y,C10,miseq_no_template,IDO,MiSeq_TT_FP_12,C4
